"ADCClsTerm","InstDataPoint","Class","Course","ADCClsShortTitle","ADCClsPrefix","ADCClsNumber","ADCClsSection","ADCClsStartDate","ADCClsEndDate","ADCClsCurrentStatus","ADCClsIMethod","ADCClsCUCredits","ADCClsCEUnits","ADCClsCapacity","ADCClsActiveStuCt","ClsAvailSeats","ADCClsAcadLevel","ADCClsFTEContactHrs","ADCClsFTEStuCt","ADCClsTotalFTE","ADCClsMeetDays01","ADCClsMeetDays02","ADCClsMeetDays03","ADCClsMeetDays04","ADCClsMeetDays05","ADCClsMeetDays06","ADCClsMeetDays07","ADCClsMeetDays08","ADCClsMeetDays09","ADCClsMeetDays10","ADCClsMeetDays11","ADCClsMeetDays12","ADCClsMeetDays13","ADCClsMeetDays14","ADCClsMeetDays15","ADCClsMeetDays16","ADCClsMeetDays17","ADCClsMeetDays18","ADCClsMeetDays19","ADCClsMeetDays20","ADCClsMeetDays21","ADCClsMeetDays22","ADCClsMeetDays23","ADCClsMeetDays24","ADCClsMeetDays25","ADCClsMeetDays26","ADCClsMeetDays27","ADCClsMeetDays28","ADCClsMeetDays29","ADCClsMeetDays30","ADCClsMeetDays31","ADCClsMeetDays32","ADCClsMeetDays33","ADCClsMeetDays34","ADCClsMeetDays35","ADCClsMeetDays36","ADCClsMeetDays37","ADCClsMeetDays38","ADCClsMeetDays39","ADCClsMeetDays40","ADCClsStartTime01","ADCClsStartTime02","ADCClsStartTime03","ADCClsStartTime04","ADCClsStartTime05","ADCClsStartTime06","ADCClsStartTime07","ADCClsStartTime08","ADCClsStartTime09","ADCClsStartTime10","ADCClsStartTime11","ADCClsStartTime12","ADCClsStartTime13","ADCClsStartTime14","ADCClsStartTime15","ADCClsStartTime16","ADCClsStartTime17","ADCClsStartTime18","ADCClsStartTime19","ADCClsStartTime20","ADCClsStartTime21","ADCClsStartTime22","ADCClsStartTime23","ADCClsStartTime24","ADCClsStartTime25","ADCClsStartTime26","ADCClsStartTime27","ADCClsStartTime28","ADCClsStartTime29","ADCClsStartTime30","ADCClsStartTime31","ADCClsStartTime32","ADCClsStartTime33","ADCClsStartTime34","ADCClsStartTime35","ADCClsStartTime36","ADCClsStartTime37","ADCClsStartTime38","ADCClsStartTime39","ADCClsStartTime40","ADCClsEndTime01","ADCClsEndTime02","ADCClsEndTime03","ADCClsEndTime04","ADCClsEndTime05","ADCClsEndTime06","ADCClsEndTime07","ADCClsEndTime08","ADCClsEndTime09","ADCClsEndTime10","ADCClsEndTime11","ADCClsEndTime12","ADCClsEndTime13","ADCClsEndTime14","ADCClsEndTime15","ADCClsEndTime16","ADCClsEndTime17","ADCClsEndTime18","ADCClsEndTime19","ADCClsEndTime20","ADCClsEndTime21","ADCClsEndTime22","ADCClsEndTime23","ADCClsEndTime24","ADCClsEndTime25","ADCClsEndTime26","ADCClsEndTime27","ADCClsEndTime28","ADCClsEndTime29","ADCClsEndTime30","ADCClsEndTime31","ADCClsEndTime32","ADCClsEndTime33","ADCClsEndTime34","ADCClsEndTime35","ADCClsEndTime36","ADCClsEndTime37","ADCClsEndTime38","ADCClsEndTime39","ADCClsEndTime40","ADCClsCampus01","ADCClsCampus02","ADCClsCampus03","ADCClsCampus04","ADCClsCampus05","ADCClsCampus06","ADCClsCampus07","ADCClsCampus08","ADCClsCampus09","ADCClsCampus10","ADCClsCampus11","ADCClsCampus12","ADCClsCampus13","ADCClsCampus14","ADCClsCampus15","ADCClsCampus16","ADCClsCampus17","ADCClsCampus18","ADCClsCampus19","ADCClsCampus20","ADCClsCampus21","ADCClsCampus22","ADCClsCampus23","ADCClsCampus24","ADCClsCampus25","ADCClsCampus26","ADCClsCampus27","ADCClsCampus28","ADCClsCampus29","ADCClsCampus30","ADCClsCampus31","ADCClsCampus32","ADCClsCampus33","ADCClsCampus34","ADCClsCampus35","ADCClsCampus36","ADCClsCampus37","ADCClsCampus38","ADCClsCampus39","ADCClsCampus40","ADCClsBldg01","ADCClsBldg02","ADCClsBldg03","ADCClsBldg04","ADCClsBldg05","ADCClsBldg06","ADCClsBldg07","ADCClsBldg08","ADCClsBldg09","ADCClsBldg10","ADCClsBldg11","ADCClsBldg12","ADCClsBldg13","ADCClsBldg14","ADCClsBldg15","ADCClsBldg16","ADCClsBldg17","ADCClsBldg18","ADCClsBldg19","ADCClsBldg20","ADCClsBldg21","ADCClsBldg22","ADCClsBldg23","ADCClsBldg24","ADCClsBldg25","ADCClsBldg26","ADCClsBldg27","ADCClsBldg28","ADCClsBldg29","ADCClsBldg30","ADCClsBldg31","ADCClsBldg32","ADCClsBldg33","ADCClsBldg34","ADCClsBldg35","ADCClsBldg36","ADCClsBldg37","ADCClsBldg38","ADCClsBldg39","ADCClsBldg40","ADCClsRoom01","ADCClsRoom02","ADCClsRoom03","ADCClsRoom04","ADCClsRoom05","ADCClsRoom06","ADCClsRoom07","ADCClsRoom08","ADCClsRoom09","ADCClsRoom10","ADCClsRoom11","ADCClsRoom12","ADCClsRoom13","ADCClsRoom14","ADCClsRoom15","ADCClsRoom16","ADCClsRoom17","ADCClsRoom18","ADCClsRoom19","ADCClsRoom20","ADCClsRoom21","ADCClsRoom22","ADCClsRoom23","ADCClsRoom24","ADCClsRoom25","ADCClsRoom26","ADCClsRoom27","ADCClsRoom28","ADCClsRoom29","ADCClsRoom30","ADCClsRoom31","ADCClsRoom32","ADCClsRoom33","ADCClsRoom34","ADCClsRoom35","ADCClsRoom36","ADCClsRoom37","ADCClsRoom38","ADCClsRoom39","ADCClsRoom40","ClsFTETier","InstCountry","InstState","InstShortName","InstTerm","ADCClsID"
2015FA,ET,ACA12230,ACA122,College Transfer Success,ACA,122,30,10/15/15,12/11/15,A,TR,1,,25,23,2,CU,32,24,1.5,T,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:30AM,10:30AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:25AM,11:25AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A,3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3124,3124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,158651
2015FA,ET,ACA12231,ACA122,College Transfer Success,ACA,122,31,10/15/15,12/11/15,A,TR,1,,25,25,0,CU,32,25,1.56,T,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00AM,11:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:50AM,11:50AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LT,LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3122,3122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,158652
2015FA,ET,ACA12232,ACA122,College Transfer Success,ACA,122,32,10/15/15,12/11/15,A,TR,1,,25,24,1,CU,32,25,1.56,T,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:30PM,12:30PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01:20PM,01:20PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LT,LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3120,3120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,158653
2015FA,ET,ACA12233,ACA122,College Transfer Success,ACA,122,33,10/15/15,12/11/15,A,TR,1,,25,23,2,CU,32,23,1.44,T,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:00PM,02:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:50PM,02:50PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LT,LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4135,4135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,158654
2015FA,ET,ACA12234,ACA122,College Transfer Success,ACA,122,34,10/14/15,12/11/15,A,TR,1,,25,20,5,CU,32,20,1.25,M,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:30PM,03:30PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:20PM,04:20PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LT,LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4122,4122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,158655
2015FA,ET,ACA12235,ACA122,College Transfer Success,ACA,122,35,08/17/15,10/09/15,A,TR,1,,25,22,3,CU,32,22,1.38,M,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:00PM,02:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:50PM,02:50PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LT,LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4134,4134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,158656
2015FA,ET,ACA12276,ACA122,College Transfer Success,ACA,122,76,10/14/15,12/11/15,A,IN,1,,25,24,1,CU,32,24,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:50AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,158657
2015FA,ET,ACA12277,ACA122,College Transfer Success,ACA,122,77,10/14/15,12/11/15,A,IN,1,,25,24,1,CU,32,25,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:50AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,158658
2015FA,ET,ACA12278,ACA122,College Transfer Success,ACA,122,78,10/14/15,12/11/15,A,IN,1,,25,22,3,CU,32,25,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:50AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,158659
2015FA,ET,ACA12279,ACA122,College Transfer Success,ACA,122,79,10/14/15,12/11/15,A,IN,1,,25,20,5,CU,32,25,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:50AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,158660
2015FA,ET,ACA12287,ACA122,College Transfer Success,ACA,122,87,10/14/15,12/11/15,A,IN,1,,25,24,1,CU,32,24,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:50AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,158663
2015FA,ET,ACA12288,ACA122,College Transfer Success,ACA,122,88,10/14/15,12/11/15,A,IN,1,,25,21,4,CU,32,24,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:50AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,158664
2015FA,ET,ACA12289,ACA122,College Transfer Success,ACA,122,89,10/14/15,12/11/15,A,IN,1,,25,24,1,CU,32,25,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:50AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,158665
2015FA,ET,ANT21084,ANT210,General Anthropology,ANT,210,84,10/14/15,12/11/15,A,IN,3,,27,27,0,CU,48,27,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,158668
2015FA,ET,ARC13385,ARC133,Construction Doc Analysis,ARC,133,85,08/17/15,12/11/15,A,IN,2,,24,22,2,CU,64,25,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:00PM,06:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00PM,08:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINE,LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01 - Tier One A,US,NC,CPCC,201503,158669
2015FA,ET,ART11150,ART111,Art Appreciation,ART,111,50,10/15/15,12/11/15,A,TR,3,,25,23,2,CU,48,24,2.25,T,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:00PM,06:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:40PM,08:40PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,158670
2015FA,ET,AUT11606,AUT116,Engine Repair,AUT,116,06,10/15/15,12/11/15,A,TR,3,,18,18,0,CU,80,18,2.81,T,TH,T,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:30AM,07:30AM,09:30AM,09:30AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:20AM,09:20AM,12:10PM,12:10PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,2007,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JH,JH,JH,JH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,1150,1151,1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01 - Tier One A,US,NC,CPCC,201503,158671
2015FA,ET,AUT14105,AUT141,Suspension & Steering Sys,AUT,141,05,10/14/15,12/11/15,A,TR,3,,18,23,-5,CU,80,23,3.59,M,W,M,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:30AM,07:30AM,09:20AM,09:20AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:15AM,09:15AM,11:52AM,11:52AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,2007,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JH,JH,JH,JH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160,1160,1140,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01 - Tier One A,US,NC,CPCC,201503,158674
2015FA,ET,AUT141A05,AUT141A,Suspension & Steering Lab,AUT,141A,05,10/16/15,12/11/15,A,TR,1,,18,22,-4,CU,48,22,2.06,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:30AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01 - Tier One A,US,NC,CPCC,201503,158675
2015FA,ET,AUT16305,AUT163,Adv Auto Electricity,AUT,163,05,10/14/15,12/11/15,A,TR,3,,16,15,1,CU,80,15,2.34,M,W,M,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:30PM,12:30PM,02:25PM,02:25PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:15PM,02:15PM,04:52PM,04:52PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,2007,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JH,JH,JH,JH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104,1104,1104,1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01 - Tier One A,US,NC,CPCC,201503,158681
2015FA,ET,AUT16306,AUT163,Adv Auto Electricity,AUT,163,06,10/15/15,12/11/15,A,TR,3,,16,16,0,CU,80,16,2.5,T,TH,T,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:30PM,12:30PM,02:30PM,02:30PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:20PM,02:20PM,05:10PM,05:10PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,2007,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JH,JH,JH,JH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110,1110,1109,1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01 - Tier One A,US,NC,CPCC,201503,158682
2015FA,ET,AUT16310,AUT163,Adv Auto Electricity,AUT,163,10,10/14/15,12/11/15,A,TR,3,,15,16,-1,CU,80,16,2.5,M,W,M,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:30PM,12:30PM,02:30PM,02:30PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:15PM,02:15PM,04:52PM,04:52PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,2005,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,TS,TS,TS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,240,240,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01 - Tier One A,US,NC,CPCC,201503,158683
2015FA,ET,AUT18105,AUT181,Engine Performance 1,AUT,181,05,10/14/15,12/11/15,A,TR,3,,16,13,3,CU,80,13,2.03,M,W,M,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:30AM,07:30AM,09:30AM,09:30AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:20AM,09:20AM,11:20AM,11:20AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,2007,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JH,JH,JH,JH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104,1104,1105,1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01 - Tier One A,US,NC,CPCC,201503,158685
2015FA,ET,AUT18106,AUT181,Engine Performance 1,AUT,181,06,10/15/15,12/11/15,A,TR,3,,16,17,-1,CU,80,17,2.66,T,TH,T,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:30AM,07:30AM,09:30AM,09:30AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:20AM,09:20AM,11:20AM,11:20AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,2007,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JH,JH,JH,JH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104,1104,1105,1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01 - Tier One A,US,NC,CPCC,201503,158686
2015FA,ET,AUT18110,AUT181,Engine Performance 1,AUT,181,10,10/14/15,12/11/15,A,TR,3,,15,16,-1,CU,80,16,2.5,M,W,M,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:30AM,07:30AM,09:30AM,09:30AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:25AM,09:25AM,11:30AM,11:30AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,2005,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,TS,TS,TS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,130,130,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01 - Tier One A,US,NC,CPCC,201503,158687
2015FA,ET,AUT22110,AUT221,Auto Transm/Transaxles,AUT,221,10,10/15/15,12/11/15,A,TR,3,,16,16,0,CU,80,17,2.66,T,TH,T,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:20AM,07:20AM,09:30AM,09:30AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:20AM,09:20AM,12:10PM,12:10PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,2005,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,TS,TS,TS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,121,121,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01 - Tier One A,US,NC,CPCC,201503,158688
2015FA,ET,AUT23106,AUT231,Man Trans/Axles/Drtrains,AUT,231,06,10/14/15,12/11/15,A,TR,3,,16,17,-1,CU,80,17,2.66,M,W,M,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:30AM,07:30AM,09:20AM,09:20AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:15AM,09:15AM,11:52AM,11:52AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,2005,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,TS,TS,TS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,121,121,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01 - Tier One A,US,NC,CPCC,201503,158689
2015FA,ET,BUS11085,BUS110,Introduction to Business,BUS,110,85,10/14/15,12/11/15,C,IN,3,,25,0,25,CU,48,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:40PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,158691
2015FA,ET,BUS13783,BUS137,Principles of Management,BUS,137,83,10/14/15,12/11/15,C,IN,3,,25,0,25,CU,48,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:25AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,158693
