STC.TERM.START.DATE,I Mar 14 2000  02:50pm  Pam Nowak,"TRANS(""TERMS"",STC.TERM,""TERM.START.DATE"",""X"")",D2/,TermýStartýDate,8R,S
STC.TERMS.SRT,I 1998 July 9  09:50pm  Ms. Gini Anne,"TRANS(""TERMS"",STC.REPORTING.TERM,""TERM.SEQUENCE.NO"",""X"")",MD0,TrmýSeqýNo,3R,S
STC.TERMS.SRT.TRY,I 1998 July 9  09:47pm  Ms. Gini Anne,"TRANS(""TERMS"",STC.REPORTING.TERM,""TERM.REPORTING.YEAR"",""X"")",MD0,TermýRptýYear,4R,S
STC.TERMS.ST.PADDED,I 1998 July 28  01:00pm  SAQ,"LEN(STC.TERMS.STC.TERM); ((3) - (@1)); (STR(""0"",@2):STC.TERMS.STC.TERM)",,,3R,S
STC.TERMS.STC.TERM,I 1998 July 9  09:57pm  Ms. Gini Anne,"TRANS(""TERMS"",STC.TERM,""TERM.SEQUENCE.NO"",""X"")",MD0,TrmýSeqýNo,3R,S
STC.TERMS.STC.TERM.TRY,I 1998 July 9  10:01pm  Ms. Gini Anne,"TRANS(""TERMS"",STC.TERM,""TERM.REPORTING.YEAR"",""X"")",MD0,TermýReptýYear,4R,S
STC.TITLE,D Description of this academic credit record.  Used as,2,,Title,30L,S
STC.USER1,D,65,,,10L,S
STC.USER10,D,74,,,10L,S
STC.USER2,D,66,,,10L,S
STC.USER3,D,67,,,10L,S
STC.USER4,D,68,,,10L,S
STC.USER5,D,69,,,10L,S
STC.USER6,D,70,,,10L,S
STC.USER7,D,71,,,10L,S
STC.USER8,D,72,,,10L,S
STC.USER9,D,73,,,10L,S
STC.VERIFIED.GRADE,D This is the verified final grade of the student's,18,,VrfdýGrade,3L,S
STC.VERIFIED.GRADE.CHGOPR,D This is the login of the person who last updated the,20,,Verified Grade Changed By,8L,S
STC.VERIFIED.GRADE.DATE,D The date the verified grade was added or changed.,19,D2/MDY,Verified Grade Date,8R,S
STC.WI.EQUIV.EVAL.DATE,I Mar 14 2000  02:56pm  Pam Nowak,IF STC.TERM.START.DATE THEN (STC.TERM.START.DATE) ELSE (STC.CURRENT.STATUS.DATE),D2/,EquivýEvalýDate,8R,S
STE.SESSION.CYCLE,I Gets the session cycle form the course file,"TRANS(""COURSES"",STC.COURSE,""CRS.SESSION.CYCLE"",""X"")",,Session Cycle,1L,S
STU.ACAD.PROGRAMS,I Generated Reference Pointer,"TRANS(STUDENTS,STC.PERSON.ID,'STU.ACAD.PROGRAMS','X')",,StudentýPrograms,20L,M
STUDENT.ACAD.CRED.ADDDATE,D Envision-maintained date this record was added to file.,52,D2/MDY,Added On,8R,S
STUDENT.ACAD.CRED.ADDOPR,D Envision-maintained login of who added this record.,51,,Added By,8L,S
STUDENT.ACAD.CRED.CHGDATE,D Envision-maintained date this record was last updated.,54,D2/MDY,Changed On,8R,S
STUDENT.ACAD.CRED.CHGOPR,D Envision-maintained login of who last updated this rec.,53,,Changed By,8L,S
STUDENT.ACAD.CRED.ID,I System-generated key to STUDENT.ACAD.CRED file,"FIELD(@ID,""*"",1)",,Acad Cred,10L,S
STUDENT.COURSE.SEC.CHGDATE,I Generated Reference Pointer,"TRANS(STUDENT.COURSE.SEC,STC.STUDENT.COURSE.SEC,'STUDENT.COURSE.SEC.CHGDATE','X')",D2/MDY,Changed On,8R,S
STUDENT.COURSE.SEC.CHGOPR,I Generated Reference Pointer,"TRANS(STUDENT.COURSE.SEC,STC.STUDENT.COURSE.SEC,'STUDENT.COURSE.SEC.CHGOPR','X')",,Changed By,8L,S
TERM.REPORTING.YEAR,I Generated Reference Pointer,"TRANS(TERMS,STC.TERM,'TERM.REPORTING.YEAR','X')",MD0,Reporting Year,4R,S
TERM.SEQUENCE.NO,I Generated Reference Pointer,"TRANS(TERMS,STC.TERM,'TERM.SEQUENCE.NO','X')",MD0,Seq No,3R,S
X.STC.ACTIVE.ADVISORS,I Get ID(s) of student's active advisor(s),"SUBR(""CC.GET.ACTIVE.ADVISORS"",STC.PERSON.ID)",,Advisor(s) ID,7L,M
X.STC.ADVISORS.FIRST,I Get first name(s) of student's active advisor(s),"TRANS(""PERSON"",X.STC.ACTIVE.ADVISORS,""FIRST.NAME"",""X"")",,First Name}of Advisor,10L,M
X.STC.ADVISORS.FULL,"I Concatenate full name (last, first) of advisor(s) & ID","SUBR('-SPLICE',X.STC.ADVISORS.LAST,"" "",X.STC.ADVISORS.FIRST)",,Active Advisor(s),25L,M
X.STC.ADVISORS.FULL.ID,I Advisors names and IDs,"SUBR('-SPLICE',X.STC.ADVISORS.FULL,"" ID: "",X.STC.ACTIVE.ADVISORS)",,Advisor Name and ID,40L,M
X.STC.ADVISORS.LAST,I Get advisor(s) last name(s),"TRANS(""PERSON"",X.STC.ACTIVE.ADVISORS,""LAST.NAME"",""X"")",,Last Name}of Advisor(s),15L,M
X.STC.FA.AMOUNT,I Amount awarded to student in current FA year,"TRANS(X.STC.FA.SA.FILE,STC.PERSON.ID,""SA.AWARDED"",'X')",,Awarded,8R,S
X.STC.FA.FLAG,"I Flag with a ""Y"" if person has value for X.STC.FA.AMOUNT","IF X.STC.FA.AMOUNT THEN (""Y"") ELSE ("""")",,FA,2L,S
X.STC.FA.SA.FILE,I Returns the name of the SA.ACYR file,"(""SA."":TRANS(""TERMS"",STC.TERM,""TERM.REPORTING.YEAR"",""X""))",,,7L,S
X.STC.FAC.FULL,"I Faculty name Last, First","SUBR('-SPLICE',X.STC.FAC.NAMES.LAST,"", "",X.STC.FAC.NAMES.FIRST)",,Instructor(s),25L,M
X.STC.FAC.FULL.ID,I Returns faculty name and ID,"SUBR('-SPLICE',X.STC.FAC.FULL,"" ID: "",X.STC.FAC.IDS)",,Faculty Name and ID,40L,M
X.STC.FAC.IDS,I Get IDs of instructors of this section,"TRANS(""COURSE.SEC.FACULTY"",STC.SEC.FACULTY,""CSF.FACULTY"",""X"")",,Instr}ID,7L,M
X.STC.FAC.NAMES.FIRST,I Returns first names of faculty,"TRANS(""PERSON"",X.STC.FAC.IDS,""FIRST.NAME"",""X"")",,Instr}First,10L,M
X.STC.FAC.NAMES.LAST,I Returns last names of instructors,"TRANS(""PERSON"",X.STC.FAC.IDS,""LAST.NAME"",""X"")",,Last Name}of Instructor(s),15L,M
X.STC.VETERAN.FLAG,I Set flag if student has a veteran status,"IF X.STC.VETERAN.STAT THEN (""Y"") ELSE ("""")",,Vet,3L,S
X.STC.VETERAN.STAT,I Veteran status of student,"TRANS(""PERSON"",STC.PERSON.ID,""VETERAN.TYPE"",""X"")",,Vet}Status,6L,M
X818.STC.ALL.CMPL.CRED,I Returns the sum of the completed credits this student has taken.,"SUM(TRANS(""STUDENT.ACAD.CRED"",TRANS(""PERSON.ST"",STC.PERSON.ID,""PST.STUDENT.ACAD.CRED"",""X""),""STC.CUM.CONTRIB.CMPL.CRED"",""X""))","MD25,",All Completed Credits,6L,S
X818.STC.PER.1ST.HOME.PHONE,"I  Extract only the first phone number, if it is c","IF FIELD(X818.STC.PER.PHONE.TYPE,@VM,1) EQ ""H"" THEN (FIELD(X818.STC.PER.PHONE.NUMBER,@VM,1)) ELSE ("""");@1",,Home Phone,12L,S
X818.STC.PER.ADDRESS.LINES,I Retrieve ADDRESS.LINES from ADDRESS file,"TRANS(""ADDRESS"",X818.STC.PER.PREFERRED.ADDRESS,""ADDRESS.LINES"",""X"")",,Address Lines,30L,M
X818.STC.PER.CITY,I Retrieve CITY from ADDRESS file. Created by,"TRANS(""ADDRESS"",X818.STC.PER.PREFERRED.ADDRESS,""CITY"",""X"")",,City,25L,S
X818.STC.PER.EMAIL.ADDR,I Get the email Addresses from the PERSON,"TRANS(""PERSON"",STC.PERSON.ID,""PERSON.EMAIL.ADDRESSES"",""X"")",,EMAIL ADDRESS,50L,M
X818.STC.PER.EMAIL.TYPES,I Used to retrieve the primary email Address from,"TRANS(""PERSON"",STC.PERSON.ID,""PERSON.EMAIL.TYPES"",""X"")",,EMAIL Type,3L,M
X818.STC.PER.PHONE.NUMBER,I Get the PERSONAL.HOME.PHONE from,"TRANS(""PERSON"",STC.PERSON.ID,""PERSONAL.PHONE.NUMBER"",""X"")",,Phone Numbers,20L,M
X818.STC.PER.PHONE.TYPE,I Get the Phone type from PERSON in order to,"TRANS(""PERSON"",STC.PERSON.ID,""PERSONAL.PHONE.TYPE"",""X"")",,,5R,M
X818.STC.PER.PREFERRED.ADDRESS,I Retrieve The PREFFERED ADDRESS from the,"TRANS(""PERSON"",STC.PERSON.ID,""PREFERRED.ADDRESS"",""X"")",,PREFERRED ADDRESS Keys,10L,S
X818.STC.PER.PRI.EMAIL,I Get the primary email address from the ,"SUBR('-EQS',TRANS(""PERSON"",STC.PERSON.ID,""PERSON.EMAIL.TYPES"",""X""),REUSE(""P"")); CONVERT(@VM,"""",@1); INDEX(@2,""1"",1); IF @3 GT 0 THEN (EXTRACT(TRANS(""PERSON"",STC.PERSON.ID,""PERSON.EMAIL.ADDRESSES"",""X""),1,@3,0)) ELSE """"",,Primary Email,50L,S
X818.STC.PER.STATE,I Retrieve extract the State from the ADDRESS file,"TRANS(""ADDRESS"",X818.STC.PER.PREFERRED.ADDRESS,""STATE"",""X"")",,State,2L,S
X818.STC.PER.ZIP,I Retrieve the ZIP from the ADDRESS file,"TRANS(""ADDRESS"",X818.STC.PER.PREFERRED.ADDRESS,""ZIP"",""X"")",,Zip,10L,S
X818.STC.PERSON.SSN,I May 10 2005  01:52pm  Charles Cox,"TRANS(""PERSON"",STC.PERSON.ID,""SSN"",""X"")",,SSN,11L,S
X818.STC.PERSON.SSN.NO.DASH,I Virtual Field of SSN without Dashes,"((SUBSTR(X818.STC.PERSON.SSN,1,3):SUBSTR(X818.STC.PERSON.SSN,5,2)):SUBSTR(X818.STC.PERSON.SSN,8,4))",,SSN,9L,S
X818.STC.ROF.DETER.DATE,I Pull Withdrawl Date for ROF,"TRANS(""ROF."":""2007"",((STC.PERSON.ID:""*""):STC.TERM),""ROF.WITH.DETER.DATE"",""X"")",D2/,ROF with Det Date,8R,S
X818.STC.SEC.DRP.GR.REQD.DATE,I Drop date required date from the course.sections,"TRANS(""COURSE.SECTIONS"",STC.COURSE.SECTION,""SEC.OVR.DROP.GR.REQD.DATE"",""X"")",D2/,Drop Gr Reqd Date,8L,S
X818.STC.SEC.DRP.GR.REQDATE,I Drop date required date from the course.sections,"TRANS(""COURSE.SECTIONS"",STC.COURSE.SECTION,""SEC.OVR.DROP.GR.REQD.DATE"",""X"")",,Drop Gr Reqd Date,8L,S
X818.STC.SEC.USER1,I GET the delivery method field (SEC.USER1) from,"TRANS(""COURSE.SECTIONS"",STC.SCS.COURSE.SECTION,""SEC.USER1"",""X"")",,Delivery Meth,5L,S
X818.STC.STA.KEY,I Combine the following two fields to create the ,"((STC.PERSON.ID:""*""):STC.ACAD.LEVEL)",,STA File Key,10L,S
X818.STC.STTR.TERM.ID,I create the key for the STUDENTS.TERM file,"((((STC.PERSON.ID:""*""):STC.TERM):""*""):STC.ACAD.LEVEL)",,Student Term Key,30L,S
X818.STC.STU.CURRENT.TYPE,I Get the current student type from the X818.STC.STU.TYPES field in,"SUBR(""S.UDT.TRANS"",""STUDENTS"",STC.SCS.STUDENT,""STU.SGDS.ST.DATE""); FIELD(@1,@VM,1)",,Stu Cur Type,5L,S
X818.STC.STU.TYPE.DATES,I Get the dates of the associated Student Types,"TRANS(""STUDENTS"",STC.SCS.STUDENT,""STU.TYPE.DATES"",""X"")",D2/,Stu Type Dates,8R,M
X818.STC.STU.TYPES,I Get a the Student type from the STU.TYPES field in STUDENTS,"TRANS(""STUDENTS"",STC.SCS.STUDENT,""STU.TYPES"",""X"")",,Stu Type,5L,M
X818.STC.TODAY,I Return current date for use in queries,DATE(),D4/,Current Date,10L,S
X818.STC.XNC.HIGH.SCH.TRACK,I Pull High school track from XNC.PERSON file,"TRANS(""XNC.PERSON"",STC.PERSON.ID,""XNC.HIGH.SCHOOL.TRACK"",""X"")",,HS Track,3L,M
XC1.NO,I Generated Reference Pointer,"TRANS(XCC1.COURSES,STC.COURSE,'XC1.NO','X')",,Course No,7L,S
XSTC.COUNT.FOR.FTE,"I ""Flag indicating whether course counts toward FTE""","SUBR(""CC.XS.VAL.ENR.FOR.FTE"",@ID)",,FTE,3R,S
XSTC.COUNT.FOR.FTE.V2,"I ""Flag indicating whether course counts toward FTE""","; SUBR(""CC.XS.VAL.ENR.FOR.FTE.V2"",@1,@ID)",,FTE,3R,S
XSTC.CRS.STAT,I This CC will be used in coreq 'or' rules.,"((STC.COURSE.NAME:""*""):STC.CURRENT.STATUS)",,Crs Status,15L,S
XSTC.ON.FIN.AID,"I XXIII:MLC 7/20/07 Returns ""Y"" if there is a FIN.AID record.  Used for SAP calculation.","TRANS(""FIN.AID"",STC.PERSON.ID,""@ID"",""X""); IF @1 NE '' THEN 'Y' ELSE 'N'",,ONýFIN.AID,5L,S
XSTC.PRI.ACAD.PROGRAM,I Returns the ACS Primary acad Program,"SUBR(""CC.XS.GET.PRI.ACAD.PROGRAM"",STC.PERSON.ID,STC.ACAD.LEVEL,"""")",,Primary Acad Program,20L,M
XSTC.PRI.CU.PROGRAM,I Returns the ACS Primary academic program.,"SUBR(""CC.XS.GET.PRI.ACAD.PROGRAM"",STC.PERSON.ID,""CU"","""")",,Primary Acad Program,20L,S
XSTC.SEC.CENSUS.DATE,"I ""Gets the census date for the associated section""","SUBR(""CC.XS.GET.STC.CENSUS.DATE"",@ID)",D2/MDY,Census Date,8R,S
XSTC.SEC.SUBJECT,I To return the subject in students,"TRANS(""STUDENT.COURSE.SEC"",STC.STUDENT.COURSE.SEC,""SCS.COURSE.SECTION"",""X""); TRANS(""COURSE.SECTIONS"",@1,""SEC.SUBJECT"",""X"")",,,10L,S
XSTC.STU.LEVEL.MAJ.ID.DESC,"I ""Student level major ID and description for breaks""","((FMT(XSTC.STU.LEVEL.MAJOR,""L#5""):"" ""):XSTC.STU.LEVEL.MAJOR.DESC)",,Major Description,36L,S
XSTC.STU.LEVEL.MAJOR,"I ""First major of first acad program for student at aclv""","TRANS(""ACAD.PROGRAMS"",XSTC.STU.LEVEL.PGM,""ACPG.MAJORS"",""X""); FIELD(@1,@VM,1)",,Major,5L,S
XSTC.STU.LEVEL.MAJOR.DESC,"I ""Get description of 1st student level program major""","TRANS(""MAJORS"",XSTC.STU.LEVEL.MAJOR,""MAJ.DESC"",""X"")",,Major Description,30L,S
XSTC.STU.LEVEL.PGM,"I ""First academic program of student at this acad level""","TRANS(""STUDENT.ACAD.LEVELS"",((STC.PERSON.ID:""*""):STC.ACAD.LEVEL),""STA.ACAD.PROGRAMS"",""X""); SUBR(""CC.GET.ACTIVE.PROGRAMS"",STC.PERSON.ID,@1,""PROGRAMS"",STC.START.DATE); FIELD(@2,@VM,1)",,Student Program,15L,S
XSTC.STU.LEVEL.PGM.DESC,"I ""Get description of 1st student level program""","TRANS(""ACAD.PROGRAMS"",XSTC.STU.LEVEL.PGM,""ACPG.TITLE"",""X"")",,Description,30L,S
XSTC.STU.LEVEL.PGM.ID.DESC,"I ""Student level program ID and description for breaks""","((FMT(XSTC.STU.LEVEL.PGM,""L#15""):"" ""):XSTC.STU.LEVEL.PGM.DESC)",,Student Program Description,46L,S
XSTC.VERIFIED.GRADE.LETTER,I Translate Grade to Letter Grade,"TRANS(""GRADES"",STC.VERIFIED.GRADE,""GRD.GRADE"",""X"")",,Verified Grade,5L,S
